usTicker,usCompany,theme,product,twCode,twName,twRole,relationship,benefitReason,confidence,lastEvidenceDate,lastEvidenceTitle,hitCount,updatedAt
MSFT,Microsoft,AI PC,Surface/Copilot Key,2458,義隆,提供Copilot Key、Touchpad等輸入裝置,義隆產品對應Microsoft Surface及Copilot Key專案,AI PC滲透率提升帶動輸入裝置升級需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,2,2026/06/15 21:06:20 JST
AMD,"Advanced Micro Devices, Inc.",先進封裝,CoWoS/SoIC 先進封裝設備,3583,辛耘,先進封裝濕製程設備供應商,AMD XPU等AI晶片需求帶動台積電先進封裝擴產，辛耘為設備受惠廠商,AMD AI晶片需求成長推升CoWoS/SoIC需求，辛耘設備出貨增加,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 16:56:03 JST
AAPL,Apple Inc.,先進封裝,SoIC 先進封裝（Apple M5）,3583,辛耘,先進封裝濕製程設備供應商,Apple M5採用SoIC帶動需求成長，辛耘為濕製程設備供應商,Apple M5等SoIC需求成長推升辛耘設備出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 16:56:03 JST
NVDA,NVIDIA Corporation,AI晶片/先進封裝,CoWoS、SoIC先進封裝設備,3583,辛耘,先進封裝濕製程設備供應商,台積電CoWoS產能擴張主要來自Nvidia等對AI晶片需求成長，外溢至OSAT與設備廠辛耘,Nvidia AI晶片需求帶動台積電CoWoS/SoIC擴產，辛耘為濕製程設備受惠廠商,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:01:24 JST
AMD,Advanced Micro Devices,AI晶片/先進封裝,AI晶片(XPU)先進封裝設備,3583,辛耘,先進封裝濕製程設備供應商,台積電CoWoS/SoIC產能擴張主要來自AMD等AI晶片需求，外溢至設備廠辛耘,AMD XPU需求帶動台積電先進封裝擴產，辛耘為濕製程設備受惠廠商,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:01:24 JST
AMD,Advanced Micro Devices,先進封裝/AI晶片,CoWoS、SoIC設備濕製程,3583,辛耘,先進封裝濕製程設備供應商,AMD XPU等AI晶片需求帶動台積電/OSAT先進封裝擴產，辛耘設備受惠,AMD XPU需求成長帶動SoIC需求，辛耘為濕製程設備重要供應商,6,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:06:16 JST
AAPL,Apple,先進封裝,SoIC設備濕製程,3583,辛耘,先進封裝濕製程設備供應商,Apple M5採用SoIC帶動先進封裝需求，辛耘設備受惠,Apple M5與CPO需求成長帶動SoIC產能擴張,6,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:06:16 JST
AMD,AMD,先進封裝,CoWoS/SoIC AI晶片,3583,辛耘,先進封裝濕製程設備供應,AMD XPU需求帶動SoIC成長，辛耘為濕製程設備供應商,AMD AI晶片需求推升先進封裝產能，辛耘設備受惠,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:11:18 JST
AMD,AMD,AI伺服器散熱,水冷產品專案,6805,富世達,水冷產品送樣供應,富世達持續送樣AMD專案的水冷產品,AMD AI平台液冷需求帶動富世達水冷產品出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:11:18 JST
AMD,"Advanced Micro Devices, Inc.",AI晶片先進封裝,SoIC/CoWoS設備,3583,辛耘,先進封裝濕製程設備供應,辛耘先進封裝設備受惠AMD XPU等對先進封裝需求,AMD XPU、SoIC需求成長帶動先進封裝產能擴張,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:16:25 JST
AAPL,Apple Inc.,AI晶片先進封裝,SoIC設備,3583,辛耘,先進封裝濕製程設備供應,Apple M5採用SoIC帶動先進封裝設備需求，辛耘受惠,Apple M5與SoIC需求成長帶動先進封裝產能擴張,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:16:25 JST
AMD,"Advanced Micro Devices, Inc.",先進封裝,CoWoS/SoIC AI晶片封裝設備,3583,辛耘,供應先進封裝濕製程設備,AMD對AI晶片需求帶動先進封裝產能擴張，辛耘為濕製程設備供應商受惠,AMD XPU等AI晶片需求推升CoWoS/SoIC產能，辛耘設備需求成長,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:21:28 JST
AAPL,Apple Inc.,先進封裝,SoIC封裝設備 (M5),3583,辛耘,供應先進封裝濕製程設備,Apple M5採用SoIC帶動需求成長，辛耘為SoIC濕製程設備供應商受惠,Apple M5與SoIC需求成長帶動辛耘設備出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:21:28 JST
NVDA,NVIDIA Corporation,AI PC/筆電平台,NVIDIA Spark 平台,2458,義隆,供應觸控、輸入裝置元件,義隆主要動能來自新平台導入，包括NVIDIA Spark平台,2H26 NVIDIA Spark平台等新平台/新產品導入帶動義隆營收動能,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:26:30 JST
GOOGL,Alphabet Inc. (Google),AI PC/筆電,Google Book/Aluminium 相關專案,2458,義隆,供應觸控、輸入裝置元件,義隆參與Google Book/Aluminium相關專案,2H26 Google相關專案帶動義隆營收動能,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:26:30 JST
AMD,"Advanced Micro Devices, Inc.",AI晶片先進封裝,CoWoS/SoIC 先進封裝設備,3583,辛耘,供應先進封裝濕製程設備,辛耘為台積電先進封裝設備供應商，間接受惠AMD XPU需求,AMD XPU等AI晶片需求成長帶動先進封裝產能擴張，辛耘供應濕製程設備受惠,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:26:30 JST
AAPL,Apple Inc.,AI晶片先進封裝,SoIC 先進封裝設備 (Apple M5),3583,辛耘,供應先進封裝濕製程設備,辛耘為先進封裝設備供應商，間接受惠Apple M5 SoIC需求,Apple M5等SoIC需求成長帶動先進封裝產能擴張，辛耘供應濕製程設備受惠,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:26:30 JST
AMD,AMD,先進封裝/AI晶片,CoWoS/SoIC先進封裝設備,3583,辛耘,先進封裝濕製程設備供應商,AMD XPU等AI晶片需求帶動台積電先進封裝擴產，辛耘設備受惠,AMD AI晶片需求帶動CoWoS/SoIC擴產,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:36:21 JST
NVDA,NVIDIA,AI伺服器,GB系列/Vera Rubin AI伺服器ODM,6669,緯穎,AI伺服器ODM,緯穎出貨GB系列及Vera Rubin平台AI伺服器,NVIDIA AI伺服器平台放量帶動ODM出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:36:21 JST
AAPL,Apple,先進封裝,SoIC設備(Apple M5),3583,辛耘,先進封裝濕製程設備供應,SoIC需求隨Apple M5成長，辛耘為濕製程設備供應商受惠,Apple M5採用SoIC帶動先進封裝設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:41:21 JST
AMD,"Advanced Micro Devices, Inc.",先進封裝/AI晶片,CoWoS/SoIC設備,3583,辛耘,先進封裝濕製程設備供應,辛耘供應先進封裝設備，受惠AMD XPU等AI晶片需求,AMD XPU需求成長帶動SoIC/CoWoS產能擴張,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:06:21 JST
AMD,"Advanced Micro Devices, Inc.",AI伺服器/ASIC,MI455伺服器,6669,緯穎,AI伺服器代工,緯穎有望成為AMD MI455 Meta版本主要供應商，2027年量產,AMD MI455 Meta版本量產挹注AI伺服器成長動能,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:06:21 JST
AMD,AMD,AI伺服器液冷,水冷產品專案送樣,6805,富世達,水冷產品供應,富世達AMD的專案亦持續送樣中,AMD AI伺服器專案帶動富世達水冷產品需求,6,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:16:23 JST
META,Meta,AI伺服器ASIC,MI455 Meta版本AI伺服器,6669,緯穎,AI伺服器供應,緯穎有望成為AMD MI455 Meta版本主要供應商,Meta版本AMD MI455專案帶動緯穎AI伺服器成長,6,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:16:23 JST
NVDA,NVIDIA,AI伺服器液冷,液冷散熱模組,3017,奇鋐,供應液冷散熱,奇鋐受惠既有GPU客戶液冷需求,GB300平台放量及液冷滲透率提升,6,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:21:14 JST
AAPL,Apple,先進封裝,Apple M5 SoIC,3583,辛耘,先進封裝濕製程設備供應商,Apple M5對SoIC需求成長帶動先進封裝設備需求，辛耘受惠,Apple M5 SoIC需求成長帶動先進封裝設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:36:22 JST
AVGO,Broadcom,AI伺服器/先進封裝,AI晶片 CoWoS,3583,辛耘,先進封裝濕製程設備供應商,OSAT CoWoS主要客戶含Broadcom，帶動先進封裝設備需求，辛耘受惠,Broadcom為OSAT CoWoS主要客戶，帶動設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:36:22 JST
AMZN,Amazon (AWS),AI伺服器/先進封裝,AI晶片 CoWoS,3583,辛耘,先進封裝濕製程設備供應商,OSAT CoWoS主要客戶含AWS，帶動先進封裝設備需求，辛耘受惠,AWS為OSAT CoWoS主要客戶，帶動設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:36:22 JST
AAPL,Apple,先進封裝,SoIC先進封裝,3583,辛耘,先進封裝濕製程設備供應商,Apple M5需求帶動SoIC成長，辛耘為濕製程設備供應商受惠,Apple M5晶片帶動SoIC需求，外溢至辛耘設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:06:23 JST
AMD,AMD,AI伺服器散熱,水冷產品,6805,富世達,水冷產品供應商,富世達持續送樣AMD專案水冷產品,AMD專案帶動富世達水冷產品需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:06:23 JST
META,Meta,AI伺服器,AMD MI455 Meta版機殼,3017,奇鋐,機殼供應,奇鋐成為AMD MI455 Meta版本機殼供應商,Meta採用AMD MI455帶動奇鋐機殼需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:11:28 JST
AMD,AMD,先進封裝,AI晶片(CoWoS/SoIC),3583,辛耘,先進封裝濕製程設備供應,AMD AI晶片需求帶動CoWoS/SoIC需求，辛耘受惠先進封裝設備成長,AMD XPU等AI晶片需求成長帶動先進封裝設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:21:21 JST
AVGO,Broadcom,先進封裝/AI晶片,CoWoS封裝,3583,辛耘,先進封裝濕製程設備供應商,OSAT端CoWoS主要客戶包含Broadcom，帶動先進封裝設備需求,Broadcom AI晶片需求帶動CoWoS產能成長,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,3,2026/06/15 20:26:18 JST
NVDA,NVIDIA,AI伺服器,GB300及高密度機櫃,2382,廣達,AI伺服器ODM,廣達出貨GB300、高密度機櫃及ASIC伺服器,GB300及高密度機櫃帶動AI伺服器三位數成長,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:26:18 JST
AMD,AMD,AI伺服器,MI455 ASIC伺服器,6669,緯穎,AI伺服器供應商,緯穎有望成為AMD MI455 Meta版本主要供應商,AMD MI455 Meta版本2027年量產，緯穎為主要供應商,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:36:15 JST
AVGO,Broadcom,先進封裝,CoWoS封裝,3583,辛耘,先進封裝濕製程設備供應,OSAT CoWoS主要客戶含Broadcom，辛耘為設備供應商受惠,Broadcom為OSAT CoWoS主要客戶，帶動先進封裝設備需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,3,2026/06/15 20:41:18 JST
AAPL,Apple,先進封裝,SoIC設備,3583,辛耘,先進封裝濕製程設備供應,Apple M5等對SoIC需求成長，帶動辛耘先進封裝設備需求,Apple M5晶片採用SoIC帶動先進封裝設備需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,3,2026/06/15 20:41:18 JST
NVDA,NVIDIA,先進封裝,CoWoS設備,3583,辛耘,先進封裝濕製程設備供應,台積電CoWoS產能擴增以滿足Nvidia AI晶片需求，辛耘為濕製程設備供應商受惠,Nvidia對AI晶片需求成長帶動台積電CoWoS擴產，外溢至設備供應商辛耘,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:41:18 JST
AMD,AMD,AI伺服器/先進封裝,AMD XPU AI晶片,3583,辛耘,先進封裝濕製程設備供應,AMD AI晶片需求帶動台積電CoWoS/SoIC產能擴張，辛耘為相關先進封裝設備供應商,AMD XPU需求推升先進封裝需求，挹注辛耘設備業務,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:01:17 JST
NVDA,NVIDIA,NB/AI PC,Spark平台,2458,義隆,提供觸控、輸入裝置相關元件,義隆2H26新平台動能來自NVIDIA Spark平台導入,NVIDIA Spark平台導入帶動義隆下半年營收動能,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:06:20 JST
GOOGL,Google,NB/AI PC,Book/Aluminium專案,2458,義隆,提供輸入裝置相關元件,義隆2H26動能來自Google Book/Aluminium相關專案,Google相關專案導入帶動義隆下半年營收動能,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:06:20 JST
AAPL,Apple,先進封裝,M5晶片SoIC需求,3583,辛耘,先進封裝濕製程設備供應,Apple M5需求帶動SoIC成長，辛耘受惠先進封裝設備需求,Apple M5需求帶動SoIC產能擴張，提升辛耘設備出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:06:20 JST
AVGO,Broadcom,先進封裝/AI ASIC,AI ASIC晶片CoWoS需求,3583,辛耘,先進封裝濕製程設備供應,Broadcom為OSAT CoWoS主要客戶之一，帶動辛耘設備需求,Broadcom ASIC需求帶動CoWoS產能成長，提升辛耘設備出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:06:20 JST
AMD,AMD,AI晶片/先進封裝,CoWoS/SoIC先進封裝設備,3583,辛耘,先進封裝濕製程設備供應商,AMD XPU等對先進封裝需求成長，辛耘為先進封裝濕製程設備受惠廠商,AMD晶片需求帶動先進封裝擴產，外溢至設備供應商辛耘,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:26:19 JST
AAPL,Apple,先進封裝,SoIC先進封裝設備(濕製程),3583,辛耘,先進封裝濕製程設備供應商,Apple M5與CPO需求成長帶動SoIC需求，辛耘為濕製程設備受惠廠商,Apple M5晶片SoIC需求成長帶動先進封裝設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:26:19 JST
AAPL,Apple,先進封裝,Apple M5(SoIC封裝),3583,辛耘,先進封裝濕製程設備供應商,辛耘先進封裝設備受惠Apple M5之SoIC需求成長,Apple M5需求帶動SoIC產能成長，辛耘設備受惠,6,2026/6/9,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:31:21 JST
AVGO,Broadcom,AI伺服器/先進封裝,AI晶片(CoWoS封裝),3583,辛耘,先進封裝濕製程設備供應商,辛耘先進封裝設備受惠Broadcom等CoWoS需求(OSAT主要客戶之一),Broadcom為OSAT CoWoS主要客戶，帶動先進封裝設備需求,6,2026/6/9,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:31:21 JST
AMZN,Amazon (AWS),AI伺服器/先進封裝,AI晶片(CoWoS封裝),3583,辛耘,先進封裝濕製程設備供應商,辛耘先進封裝設備受惠AWS等CoWoS需求(OSAT主要客戶之一),AWS為OSAT CoWoS主要客戶，帶動先進封裝設備需求,6,2026/6/9,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:31:21 JST
MSFT,Microsoft,AI PC,Surface、Copilot Key,2458,義隆,提供Copilot Key等輸入裝置元件,義隆動能來自Surface專案及AI PC的Copilot Key等產品,AI PC滲透率提升及Surface專案導入帶動義隆產品需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 23:16:22 JST
AMD,AMD,先進封裝,XPU/CoWoS SoIC設備,3583,辛耘,先進封裝濕製程設備供應商,AMD XPU需求帶動SoIC先進封裝成長，辛耘為設備供應商,AMD AI晶片及XPU需求帶動先進封裝設備需求,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 23:16:22 JST
AAPL,Apple,先進封裝,M5晶片SoIC,3583,辛耘,先進封裝濕製程設備供應商,Apple M5需求帶動SoIC先進封裝成長，辛耘為設備供應商,Apple M5晶片帶動SoIC封裝需求成長,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 23:16:22 JST
AMD,AMD,AI伺服器散熱,水冷專案送樣,6805,富世達,水冷產品供應商,富世達持續送樣AMD水冷專案,AMD AI伺服器水冷專案帶動富世達產品送樣與出貨,6,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 23:16:22 JST
AAPL,Apple,先進封裝,SoIC (Apple M5),3583,辛耘,先進封裝濕製程設備供應商,Apple M5採用SoIC帶動需求成長，辛耘為濕製程設備受惠廠商,Apple M5 SoIC需求帶動先進封裝擴產，辛耘供應設備受惠,6,2026/6/9,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/16 02:41:20 JST
NVDA,NVIDIA,AI伺服器,GB300/Vera Rubin AI伺服器,6669,緯穎,AI伺服器ODM,緯穎受惠GB系列與Vera Rubin平台AI伺服器出貨,NVIDIA AI伺服器平台放量帶動緯穎出貨成長,6,2026/6/9,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/16 02:41:20 JST
AMD,"Advanced Micro Devices, Inc.",AI伺服器液冷,水冷產品（AMD專案）,6805,富世達,水冷產品供應商,富世達持續送樣AMD專案水冷產品,AMD水冷專案送樣中帶動富世達潛在動能,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 16:56:03 JST
AAPL,Apple Inc.,先進封裝,Apple M5 SoIC需求,3583,辛耘,先進封裝濕製程設備供應商,SoIC需求隨Apple M5等成長，帶動辛耘設備需求,Apple M5採用SoIC，帶動台積電SoIC產能擴張，辛耘受惠,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:01:24 JST
AVGO,Broadcom Inc.,AI晶片/先進封裝,CoWoS先進封裝,3583,辛耘,先進封裝濕製程設備供應商,OSAT端CoWoS主要客戶以Nvidia、AMD、Broadcom與AWS為主，外溢帶動辛耘設備需求,Broadcom等ASIC需求帶動先進封裝擴產，辛耘受惠,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:01:24 JST
AAPL,Apple,先進封裝,Apple M5 SoIC封裝,3583,辛耘,先進封裝濕製程設備供應,Apple M5採用SoIC帶動需求，辛耘為濕製程設備供應商,Apple M5 SoIC需求成長帶動先進封裝設備需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:11:18 JST
AVGO,Broadcom Inc.,AI晶片先進封裝,CoWoS封裝,3583,辛耘,先進封裝濕製程設備供應,Broadcom為OSAT CoWoS主要客戶之一，辛耘為相關設備供應商,Broadcom等ASIC業者AI晶片需求帶動CoWoS產能擴張,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:16:25 JST
AVGO,Broadcom Inc.,AI晶片先進封裝,CoWoS 先進封裝,3583,辛耘,供應先進封裝濕製程設備,OSAT CoWoS主要客戶包含Broadcom，辛耘為相關設備供應商,Broadcom等ASIC業者CoWoS需求帶動OSAT產能擴張，辛耘設備受惠,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:26:30 JST
AMZN,Amazon (AWS),AI伺服器/ASIC,CoWoS先進封裝/TRN3 ASIC平台,3583,辛耘,先進封裝濕製程設備供應商,AWS為OSAT CoWoS主要客戶之一,AWS ASIC需求帶動CoWoS外溢商機,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 18:36:21 JST
AAPL,Apple Inc.,先進封裝/SoIC,SoIC設備,3583,辛耘,先進封裝濕製程設備供應,Apple M5採用SoIC帶動需求，辛耘為設備供應商,Apple M5 SoIC需求成長帶動SoIC產能擴張,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:06:21 JST
AVGO,Broadcom Inc.,AI晶片/先進封裝,CoWoS封裝,3583,辛耘,先進封裝濕製程設備供應,Broadcom為CoWoS外溢至OSAT主要客戶之一,Broadcom AI晶片需求帶動OSAT CoWoS產能擴張，辛耘設備受惠,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 19:06:21 JST
AAPL,Apple,先進封裝,SoIC封裝(Apple M5),3583,辛耘,先進封裝濕製程設備供應商,Apple M5採用SoIC帶動先進封裝需求，辛耘為設備供應商,Apple M5 SoIC需求成長帶動先進封裝設備需求,5,2026-06-09,【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:01:15 JST
AVGO,Broadcom,先進封裝,AI晶片(CoWoS),3583,辛耘,先進封裝濕製程設備供應,OSAT端CoWoS主要客戶含Broadcom，辛耘受惠先進封裝設備需求,Broadcom等ASIC業者AI晶片需求帶動CoWoS產能擴張,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:21:21 JST
AAPL,Apple,先進封裝,Apple M5(SoIC),3583,辛耘,先進封裝濕製程設備供應,Apple M5 SoIC需求成長帶動辛耘先進封裝設備需求,Apple M5採用SoIC帶動先進封裝需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:21:21 JST
AAPL,Apple,先進封裝/SoIC,Apple M5晶片SoIC封裝,3583,辛耘,先進封裝濕製程設備供應商,Apple M5採用SoIC帶動先進封裝需求，辛耘設備受惠,Apple M5 SoIC需求成長帶動先進封裝設備,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:26:18 JST
AMD,AMD,AI伺服器液冷,水冷產品新專案,6805,富世達,水冷接頭供應,富世達為AMD專案持續送樣水冷產品,AMD專案送樣帶動水冷接頭成長,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:26:18 JST
AMD,AMD,先進封裝,SoIC/CoWoS設備,3583,辛耘,先進封裝濕製程設備供應,AMD XPU等對SoIC需求成長，OSAT CoWoS主要客戶含AMD，辛耘為設備供應商受惠,AMD XPU需求成長推升先進封裝設備需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 20:41:18 JST
AAPL,Apple,先進封裝,Apple M5晶片,3583,辛耘,先進封裝濕製程設備供應,Apple M5採用SoIC先進封裝，帶動相關設備需求，辛耘為濕製程設備供應商,Apple M5 SoIC需求成長推升先進封裝設備需求,5,2026-06-09,1781423416716_【元大投顧】投資早報 20260609.pdf,1,2026/06/15 21:01:17 JST
NVDA,NVIDIA,AI PC,RTX Spark 晶片,2454,聯發科,晶片共同開發商,輝達聯手聯發科共同開發與推出 AI PC 晶片 RTX Spark,"雙方合作的 RTX Spark 晶片預估於秋季開賣，通吃全球 8 大品牌，集邦預估年出貨量將衝上 1,000 萬台，將顯著帶動其 AI PC 行動處理器的出貨動能",9,2026-06-08,2026-06-08-3_000_美元天價_AI_PC_秋季開賣_輝達聯手聯發科_RTX_Spark_通吃全球_8_大品牌_集邦預估年出貨衝_1_000_萬台_真能掀起換機潮__2026_06_08__一_.md,1,2026-06-16 05:46:45
NVDA,Nvidia,AI伺服器,Vera Rubin 伺服器導軌,2059,川湖,供應AI伺服器導軌,川湖2Q26 Vera Rubin 伺服器導軌已進入前期試產階段，2H26有望量產,受惠全球AI資料中心持續擴建，多款AI伺服器新機種放量，導軌需求涵蓋CPU、GPU、交換器及儲存設備等多元架構,7,2026/6/8,1781425397081_【元大投顧】投資早報 20260608.pdf,2,2026/06/15 20:01:15 JST
NXPI,NXP Semiconductors,晶圓代工,12吋晶圓廠合作 (VSMC),5347,世界先進,類比與功率半導體特殊代工,與世界先進於新加坡合資設立VSMC興建12吋晶圓廠,世界先進藉此首度切入12吋晶圓代工領域，提供車用及工業用晶片製造，鎖定地緣政治下的在地化供應需求並推升長期營運毛利與營收規模,9,2026-06-07,2026-06-07-_精華_聯電_世界先進_力積電首挑誰_成熟製程股價還有多少空間__鈔錢部署_盧燕俐_ft_謝明哲__20260607.md,1,2026-06-16 05:46:45
INTC,Intel,12奈米製程合作,英特爾亞利桑那州廠房晶圓代工,2303,聯電,成熟與特殊製程晶圓代工,兩家公司共同宣布開發12奈米製程平台，由聯電提供技術，並主要於英特爾美國既有廠房進行生產,聯電無須投入龐大資本支出，即可利用英特爾美國現成廠房切入北美高階成熟/過渡製程市場，分散地緣政治風險,9,2026-06-07,2026-06-07-_精華_聯電_世界先進_力積電首挑誰_成熟製程股價還有多少空間__鈔錢部署_盧燕俐_ft_謝明哲__20260607.md,1,2026-06-16 05:46:45
MU,Micron,HBM與廠房資產回收,銅鑼廠房,6770,力積電,邏輯與記憶體晶圓代工,美光評估購入力積電銅鑼廠，以就近擴展其在台灣之HBM先進封裝與後段測試產能,力積電可藉由出售或與美光合作彈性處理資產，獲得一次性利益活化財務，並深化與美光的合作利基,8,2026-06-07,2026-06-07-_精華_聯電_世界先進_力積電首挑誰_成熟製程股價還有多少空間__鈔錢部署_盧燕俐_ft_謝明哲__20260607.md,1,2026-06-16 05:46:45
AMD,Advanced Micro Devices,AI晶片,MI300系列加速器,2330,台積電,晶圓代工與先進封裝,AMD為台積電先進製程與CoWoS封裝的重要客戶,蘇姿丰預計2027年AI市場將達4000億美元，AMD大舉向台積电追加先進晶片與先進封裝訂單，使台積電高階產能供不應求,9,2026-06-06,2026-06-06-wHalwYFqDeo-蘇姿丰預言才二局上半_直擊台股_2024_到_2026_供應鏈大擴散_從伺服器硬體_液冷到電力能源管理_這場數兆美元的全球重組_你上車了嗎_.md,1,2026-06-12 23:48:59
NVDA,Nvidia,AI伺服器,GB200液冷伺服器機櫃,2317,鴻海,伺服器系統整合與組裝代工,鴻海為輝達GB200機櫃的主要供應鏈及首發合作廠商,AI伺服器硬體需求大擴散，由鴻海取得關鍵GB200液冷伺服器整機與機櫃組裝高份額訂單,9,2026-06-06,2026-06-06-wHalwYFqDeo-蘇姿丰預言才二局上半_直擊台股_2024_到_2026_供應鏈大擴散_從伺服器硬體_液冷到電力能源管理_這場數兆美元的全球重組_你上車了嗎_.md,1,2026-06-12 23:48:59
